x,y,phase,pathName
-75.82701,-25.497,0.44837314,Circle
-76.14,-24.547,0.45036256,Circle
-76.44101,-23.594,0.452352,Circle
-76.73001,-22.636,0.4543414,Circle
-77.007,-21.676,0.45633084,Circle
-77.272,-20.711,0.45832026,Circle
-77.52501,-19.744,0.46030968,Circle
-77.765,-18.773,0.4622991,Circle
-77.994,-17.8,0.46428853,Circle
-78.21001,-16.824,0.46627796,Circle
-78.41501,-15.845,0.46826738,Circle
-78.60701,-14.863,0.4702568,Circle
-78.78601,-13.879,0.47224623,Circle
-78.95401,-12.894,0.47423565,Circle
-79.10901,-11.906,0.47622508,Circle
-79.25101,-10.916,0.4782145,Circle
-79.381,-9.924,0.48020393,Circle
-79.49901,-8.931,0.48219335,Circle
-79.60501,-7.937,0.48418278,Circle
-79.698,-6.941,0.4861722,Circle
-79.778,-5.945,0.48816162,Circle
-79.84601,-4.947,0.49015105,Circle
-79.90201,-3.949,0.49214047,Circle
-79.94501,-2.949,0.4941299,Circle
-79.976,-1.95,0.49611932,Circle
-79.994,-0.95,0.49810874,Circle
-79.99901,0.048999995,0.50009817,Circle
-79.993,1.049,0.5020876,Circle
-79.97301,2.049,0.504077,Circle
-79.94101,3.048,0.50606644,Circle
-79.897,4.047,0.50805587,Circle
-79.84,5.045,0.5100453,Circle
-79.77101,6.043,0.5120347,Circle
-79.68901,7.04,0.51402414,Circle
-79.595,8.035,0.51601356,Circle
-79.48801,9.03,0.518003,Circle
-79.369,10.022,0.5199924,Circle
-79.23801,11.014,0.52198184,Circle
-79.09401,12.003,0.52397126,Circle
-78.938,12.991,0.5259607,Circle
-78.769,13.977,0.5279501,Circle
-78.588,14.96,0.52993953,Circle
-78.395004,15.941,0.53192896,Circle
-78.19,16.92,0.5339184,Circle
-77.972,17.896,0.5359078,Circle
-77.742004,18.869,0.5378972,Circle
-77.5,19.84,0.53988665,Circle
-77.246,20.807,0.5418761,Circle
-76.98001,21.771,0.5438655,Circle
-76.70201,22.731,0.5458549,Circle
